,Usuario,Fecha,Descripción,Calificacion
721,Gris Tinoco,"3 años atrás en
Google",Hermoso!! Vista increíble al zócalo!,5/5
722,Jean Claude Rolquin,"un año atrás en
Google",Terraza en la última planta con excelente vista. El bar solo abre a las 3.,5/5
723,Ricardo Hernandez,"un año atrás en
Google","Excelente vista, comida y atencion, un lugar tradicional y de hiatoria obligado a conocer en la CDMX",5/5
724,Alfredo Carlos A.G.,"un año atrás en
Google",Hermoso lugar!,5/5
725,Javier Flores,"un año atrás en
Google",Hermoso lugar,5/5
726,Fernando Pina,"2 años atrás en
Google",Restaurante con una vista increíble para zócalo,5/5
727,Richie,"un año atrás en
Google",Un lugar emblemático con mucha historia y muy bonito,5/5
728,Jaime Luján,"un año atrás en
Google","Es un Hotel Museo de la época del Porfiriato, su vitral en el techo y sus elevadores son únicos,  asi como su mobiliario y candiles",5/5
729,Irene Galicia,"un año atrás en
Google","Muy bonita la fiesta graduación, un lugar exclusivo.",5/5
730,Pato Ch G,"un año atrás en
Google",Excelente lugar,5/5
731,grecko rv,"un año atrás en
Google",Qué bien servicio y la comida uff de lo más deliciosa,5/5
732,Araceli Trevi,"un año atrás en
Google","Cuentan con restaurante abierto al público, se come delicioso.",4/5
733,Carlos Lemans,"4 años atrás en
Google","Fiesta de fin de año 2016-2017 - Pagamos MX$ 3500 y por ese precio no es para nada recomendable. Lo que no nos gustó fue primero la música, tocaron tres bandas y se escuchaba mayormente cumbia, dejando de lado que detesto la cumbia, podrían…",1/5
734,Yolanda Flores Martinez,"2 años atrás en
Google",Es un lugar que retrocedes en el tiempo colonial su vitral es hermoso la cafetería y el restaurante terraza te hacen sentir en casa,5/5
735,christian,"hace 7 meses en
Google",Excelente vista,4/5
736,AMERIC Sahel Carrillo Belaunzaran,"un año atrás en
Google",Hermoso lugar...,5/5
737,Paula Ojeda,"3 años atrás en
Google","Hermoso edificio, imperdible!!! Muy bien conservado!!! Les sugiero el Restaurante Terrazas del mismo hotel para disfrutar de una única vista de la plaza mientras comen y toman exquisiteces en un buen ambiente!!",5/5
738,Virginia Jimenez,"2 años atrás en
Google","Excelente lugar , histórico y hermoso. La única recomendación ir sin auto el estacionamiento es carísimo",5/5
739,Sergio Zamora,"2 años atrás en
Google",Excelente lugar para conferencias y eventos. Las personas encargadas del servicio nos trataron muy bien y fueron muy atentos.,5/5
740,Expedia reviewer,"un año atrás en
Expedia.mx","Todo me gusto, el recibimiento de Salvador,  y en resepcion el de Jose Luis",5/5
741,Gregorio Palestina,"un año atrás en
Google",Excelente servicio!!!,5/5
742,Manuel Sosa,"2 años atrás en
Google",Buen lugar para un café.. exquisita arquitectura de inicios del siglo 20,5/5
743,JULIETA MACIAS,"un año atrás en
Google","Excelente lugar,  solo que los vagos abajo de los arcos contiguos dan miedo",4/5
744,Olivia Palma,"2 años atrás en
Google","Es un hermoso lugar, muy bella vista. Perfecto para una cena romántica",3/5
745,Yeya Herrera,"2 años atrás en
Google","Había antes canarios y era bello oírlos , ni modo.
Pero un lugar sin duda que te transporta a otro lugar.",4/5
746,mar torres,"un año atrás en
Google",Buen buffete,5/5
747,Luis Punk,"un año atrás en
Google",Hermoso lugar! La terraza es de ley visitarla,5/5
748,Maribel Sánchez Lira,"un año atrás en
Google",Comida rica pero mal servicio,4/5
749,Jorge Nuñez,"un año atrás en
Google",Excelente lugar,5/5
750,Antonio Luciano,"2 años atrás en
Google","Magnifica vista y buen menú, los de recepción dejan mucho que desear",4/5
751,Centro Alphabiotico y Rehabilitación Física Uruama,"2 años atrás en
Google",Muy rico y precios accesibles bueno depende de cuánto ganes una comida no te gastas más de 1000 pesos mexicanos,5/5
752,Lula QR,"2 años atrás en
Google","Localización privilegiada.
Quisquillosos en la puerta si sólo quieres admirar el vitral. Podrían casi casi llegar al niver de ""groseros""
Concurrido especialmente en fines de semana cuando los huéspedes se quejan del exceso de ruido por eventos masivos en la planta baja y ni hablar de la super mega fila para el brunch en la terraza.",4/5
753,Guadalupe Rodrriguez,"un año atrás en
Google",Hermoso. Historico,5/5
754,coco tropical,"hace 10 meses en
Google",Hermoso,5/5
755,David Escalona Castañeda,"2 años atrás en
Google","Hermoso lugar, entretenimiento variado, una buena experiencia la que se vive, sin embargo no todos los empleados son amables y se suele esperar mucho para ser atendido por los meseros",5/5
756,angel ramirez,"un año atrás en
Google",Está hermoso,5/5
757,Elena Reyes,"un año atrás en
Google",Excelente lugar,5/5
758,Emilio Solórzano Ponce de León,"3 años atrás en
Google","La comida del brunch en general es bastante buena, a excepción de los mariscos(camarones y mejillones) los cuales en su mayoría seguían congelados y los roles de canela un poco duros. Las mimosas, barbacoa, salchichas con tocino y el bisque…",4/5
759,Jose Aguilar,"un año atrás en
Google",Cista increíble,5/5
760,Alfonso I. Rubio García,"un año atrás en
Google","Buenas habitaciones, y la recepción es muy sorprendente con los vitrales",4/5
761,Laura Sandoval,"un año atrás en
Google","La arquitectura del lugar y decoración, son hermosas. Mucha amabilidad",5/5
762,Samuel Castillo,"2 años atrás en
Google","Un gran lugar para eventos, la fiesta de fin de año de mi empresa, la pasamos muy bien, con una vista muy buena de toda la plancha del zocalo",5/5
763,Carlos Vasquez Paz,"un año atrás en
Google",Vean los vitrales,5/5
764,RCE263YT Roblox,"2 años atrás en
Google",Un muy buen lugar. Elegante y sencillo a la vez,5/5
765,Manuel Benjamín García Camacho,"2 años atrás en
Google",Hotel muy bello pero las habitaciones. Les urge modernidad. Es un poco caro para los servicios que presta.,3/5
766,america soto,"2 años atrás en
Google",El gran hotel es espectacular! Está lleno de historia y elegancia. Lo recomiendo.,5/5
767,karen rodriguez,"2 años atrás en
Google",Hermoso y elegante hotel en el Zócalo. El restaurante se ubica en la terraza con una vista espectacular y la comida deliciosa estilo Buffet.,5/5
768,Mafer Garcia,"un año atrás en
Google",La comida es un asco parece que le escupieron a mi plato muy mala comida,1/5
769,Pelayo Pelaski,"2 años atrás en
Google","Increible cubierta. No nos hospedamos eh?
Merece la ensa entrar al Hall simplemente por ver la cupula de vidrio plomado y el ascensor de estilo Art Noveau que tiene. Si quieres puedes ir a la cafeteria e tomar un cafe o cenar mientras ves el zocalo desde su terraza.",4/5
770,Adriana Pacheco Adrianapachecoz,"un año atrás en
Google",Excelente comida y vista al Zócalo en el restaurante de la terraza,5/5
771,Veneno Para Hadas y Demonios,"un año atrás en
Google","Es hermoso, buena atencion, excelente lugar y organizan fiestas extraordinarias.",5/5
772,Javier Zaragoza,"2 años atrás en
Google","Lugar mítico de la ciudad de México desde tiempos de la revolución, histórico cuenta con bufete de 350 pesos viernes , sábado y domingo de 10 a 6 de la tarde la habitación 5000 pesos y tiene salones para eventos , lugar elegante",5/5
773,Leo Esparza,"2 años atrás en
Google",Precioso lugar VISITE LO.,5/5
774,Gustavo A. Zapata M.,"2 años atrás en
Google",Un hotel de gran clase y con historia,5/5
775,Erick Arizmendi,"2 años atrás en
Google","El servicio fue bueno, la vista de la terraza es inmejorable y aunque la comida no fue mala, podría mejorar eso sí, los postres están excelentes, la natilla de flan es súper recomendable",5/5
776,Isaac Bojorquez,"un año atrás en
Google","Muy buen servicio, muy rica la comida y muy bonita vista",5/5
777,Balbina Barajas Rodríguez,"2 años atrás en
Google","Exelente servicio confort en cada habitación  , lujo sabor de maravilla. Experiencia del cielo. 5 estrellas",5/5
778,armandre2000,"2 años atrás en
Google","El hotel es majestuoso pero la comida no me encantó, el servicio muy bueno",5/5
779,Elizabeth Canales gonzalez,"un año atrás en
Google",Históricamente Delicioso 🇲🇽🍽️🍸,5/5
780,Luisa Fernanda Quesada,"2 años atrás en
Google","El hotel es muy bonito, pero la terraza no tiene nada de especial. La comida es muy cara y muy equis.",2/5
781,paty cleto,"2 años atrás en
Google",Extraordinario para ir a desayunar 😬 bufete muy rico 😋,5/5
782,Jiménez Morales Daniel,"un año atrás en
Google","Un hotel de élite e historia, excelente ambiente y elegancia en su máximo esplendor.",5/5
783,Bety Escarcega,"2 años atrás en
Google",Excelente atencion y muy comodo y limpio. Comida excelente.,5/5
784,Luis Gonzalez,"un año atrás en
Google",Bonito lugar.,5/5
785,Mairim Bocardo,"un año atrás en
Google",Muy recomendable,4/5
786,Rosy Arroyave,"un año atrás en
Google",Lindo lugar,5/5
787,Manuel Pavana,"un año atrás en
Google",Hermoso el gran hotel,5/5
788,Mani Barbabosa,"un año atrás en
Google",Me agradó y voy a regresar en Diciembre... creo que éso lo dice todo 😊,5/5
789,Jahnavi Zulay Garcia Cruz,"2 años atrás en
Google","Muy bonito lugar y atención agradable, fui a un evento social y me encanto, lo recomiendo mucho.",5/5
790,Rey Skywalker,"2 años atrás en
Google","Excelente ambiente y vista,aunque el precio de la comida es algo elevado a comparacion de su sabor",5/5
791,Klauzen Mexmo,"un año atrás en
Google","Buena atención pero el café muy malo, la comida mala para lo que se paga...",2/5
792,Enrique Garcia,"2 años atrás en
Google",Este lugar es genial para ir a comer o cenar en su terraza.,5/5
793,Edgar Vargas,"un año atrás en
Google",No he visitado ese lugar sólo pasó diario junto a él por ser ruta hacia mi lugar de trabajo,3/5
794,Jesus Bolaños,"2 años atrás en
Google","Lugar agradable para disfrutar en familia, muy próximo a visitar otros lugares en el centro y buen servicio.",5/5
795,itzel alejandra perez,"2 años atrás en
Google",Es un lugar con un lobby preciosos. Súper típico de la CDMX,5/5
796,Alfredo Gonzalez,"2 años atrás en
Google","Lobby muy pequeño, fui a una boda y la recepción estaba muy mal organizada, lo único bonito es el techo que tienen.",3/5
797,Adrian Corona,"un año atrás en
Google",Un gran lugar,5/5
798,Enrique Pérez Huerta,"2 años atrás en
Google","Todo un ""Clásico Capitalino"" y al encontrarse justo frente al Zócalo de la ciudad de México su ubicación no puede ser mas privilegiada, el nivel, es probablemente de los mas altos en cuanto a calidad y servicio, lo que traducido a su precio…",5/5
799,АНИБАЛ МАНЗАНО,"2 años atrás en
Google","Un hotel de otra época, un viaje al finales del siglo XIX y principios del siglo XX. Hace falta más atención al visitante y mayor información de la historia del edificio. Altamente recomendable el visitarlo.",5/5
800,Karls Qevas,"un año atrás en
Google",Muy elegante,4/5
801,Ernesto Alquicira,"un año atrás en
Google","Excelente hotel, gran servicio, magnífica ubicación",5/5
802,Rodrigo HC,"un año atrás en
Google","El lugar es muy caro, la comida es en pequeñas porciones y no muy rico que digamos. Abusan que la ubicación es muy buena",3/5
803,Mariana Alejandra Tenorio Jimenez,"2 años atrás en
Google","Hermoso el lugar, en especial el vitral. La comida de la terraza muy regular y muy cara para la calidad que ofrecen",5/5
804,Isaac Fuentes,"2 años atrás en
Google",Excelente vista desde la terraza. Muy agradable la estancia. Muy buena ubicación,5/5
805,AnTo Abdo,"2 años atrás en
Google","Es impresionante la belleza del hotel, sus habitaciones son espectaculares, el techo del hotel es maravilloso, imperdible de visitarlo.",5/5
806,Alejandro Martínez,"2 años atrás en
Google","Muy elegante, excelente servicio, buen lugar para eventos sociales profesionales. Excelente arreglo a estilo colonial y ambiente tranquilo, ideal para una estadía de gran nivel!",5/5
807,Marco Antonio Moya Victoria,"2 años atrás en
Google",Super serviciales muy impresionante su recepción del hotel una maravilla por qué estás a 20 mts de la plancha del nuestra bella plancha del Zócalo.,5/5
808,Carlos Saúl Aguirre Sánchez,"2 años atrás en
Google",Bello hotel que data del siglo XIX,5/5
809,HUMBERTO SANCHEZ GARCIA,"un año atrás en
Google","Buen Hotel, bien las habitaciones, muy caro el estacionamiento",4/5
810,Tomas Montiel,"un año atrás en
Google",Excelente arquitectura,5/5
811,martin ceja,"un año atrás en
Google",Uno de los primeros elebadores de mexico,5/5
812,Pedro Santiago,"un año atrás en
Google",De lo mejor para hospedarse en el centro histórico de la ciudad de mexico,5/5
813,analuz reyes,"un año atrás en
Google",Todo es un lujo ahí y muy confortable,5/5
814,Maribel Cervantes Ochoa,"2 años atrás en
Google",Una de las mejores terrazas con un domo espectacular. Busca la firma del artista en el vitral ;),5/5
815,milan paradiz,"2 años atrás en
Google","Hotel increíble, lo único desagradable era el que no nos dejaron asomarnos a la terraza para ver la vista. En particular el hombre malhumorado que ""cuidaba"" las escaleras. No deberían de tener este tipo de gente.",4/5
816,José Luis H Armenta,"hace 8 meses en
Google","Hermoso, simplemente perfecto, atención, comida, lugar.",5/5
817,Alberto Saavedra,"3 años atrás en
Google",El menú ejecutivo que ofrece el restaurante de la planta baja es una opción con una excelente relación costo-beneficio. Puedes tener una agradable comida de tres tiempos por menos de 200 MXN.,4/5
818,Frank Flores Dua,"un año atrás en
Google",Muy buen lugar para hospedarse y disfrutar del Centro Histórico de la CDMX,4/5
819,Monica Sierralta Moro,"2 años atrás en
Google","Maravilloso clásico hotel en el zocalo con una vista espectacular desde su terraza a la Catedral , Palacio de Gobierno
Excelente atención y dormitorio de lujo.Muy bien atendido.",5/5
820,Alejandro Calderón Morales,"3 años atrás en
Google",Un lugar excelente para visitar en el centro de la ciudad de México por su arquitectura y diseño. Se ubica frente a la explanada de Zócalo. Su exterior luce hermoso pero en su interior destaca un enorme vitral en el techo del hotel que es…,5/5
821,Michel Castelazo,"2 años atrás en
Google",Excelente servicio en cafetería por el cheff Adalberto Rico mil y una veces regresaría estando él al frente,5/5
822,Simrí Mora,"un año atrás en
Google",Conserva un estilo clásico muy elegante,5/5
823,Mayte Tolsá Tavera,"un año atrás en
Google",Hermoso y elegantr,5/5
824,antonio galicia,"2 años atrás en
Google",Anteriormente era mejor su desayuno,4/5
825,Graciela Hernandez Soto,"un año atrás en
Google","Me encanta el gran estilo que tiene, uno de los edificios emblemáticos de la ciudad",5/5
826,Genoveva De Logar,"un año atrás en
Google","EL HOTEL HERMOSO, PERO LA COMIDA NEFASTA",1/5
827,Héctor Lara G.,"2 años atrás en
Google","Que hermoso lugar, bien cuidado, excelente atención y servicio, comida excelente y muy buena vista",5/5
828,jonh Wilbur,"un año atrás en
Google",Hermosa arquitectura aunque creo q los precios son altos,4/5
829,Rosy Torres,"un año atrás en
Google",Excelente lugar para conocer!!,5/5
830,Luis Castillo,"un año atrás en
Google","Viaje al pasado, mi esposa y yo nos sentimos en el Titanic jaja",5/5
831,fabroxx,"un año atrás en
Google",Hermoso lugar para visitar,5/5
832,Charlie Ramirez Animatión Studiös,"2 años atrás en
Google","Ademas del pasado histórico de este lugar. Y el prestigio que ostenta.

Es importante recalcar que la zona no es muy amena. Comenzando por los diversos negocios de venta alcohólica puede llegar a ser intimidante para la mayoría de los estudiantes que frecuentan este lugar como ""tarea escolar""",3/5
833,Aylya E. Antúnez V.,"un año atrás en
Google",Un lugar HERMOSO en el corazón de la ciudad.,5/5
834,Edoardo Lugo,"3 años atrás en
Google",¡Excelente servicio y personal súper atento!,5/5
835,Joshua Navarro,"2 años atrás en
Google","Excelente, siempre vale la pena entrar a admirarle, es muy hermoso y el restaurante tiene la mejor vista además de que el buffet es delicioso y muy completo, como siempre, muy recomendable en cualquier evento familiar o privado",5/5
836,Iveet Cordero,"un año atrás en
Google",Una excelente opción para los chiles en nogada,5/5
837,Ar Eilish,"un año atrás en
Google","Hermoso el hotel, si vienes de viaje te la vas a pasar bien",5/5
838,Hilda Domínguez,"un año atrás en
Google","Super vista, quieren ver el zócalo de la ciudad de México, esta es la opción, atención de 10 :)",5/5
839,Florentino Martiñon,"2 años atrás en
Google","Un maravilloso lugar, la atención de su personal hacen que tu estancia sea de lo más placentera!!",5/5
840,Rodrix Maximus,"un año atrás en
Google",Se come muy bien,5/5
841,Live and Travel,"2 años atrás en
Google","La atenciòn de parte del personal fue muy buena,  quedamos muy contentos, regresaremos pronto.",5/5
842,Sulem Espejel,"un año atrás en
Google",Simplemente mágico,5/5
843,Raul Prado,"2 años atrás en
Google",Excelente atención y servicio ! Definitivamente un gran e histórico hotel de la ciudad de México,5/5
844,David Cienfuegos,"un año atrás en
Google",Malísimo servicio,1/5
845,Mary Vazquez,"un año atrás en
Google",Precioso simplemente !,5/5
846,jorge,"2 años atrás en
Google","Solo fui al buffet y está muy bien, pero algo pequeño, le faltó un poco de variedad",4/5
847,Luis Alfonso Sanchez,"2 años atrás en
Google",Un lugar que no se debe perder al visitar la ciudad de Mexico increible vitral,5/5
848,Ignacio López,"un año atrás en
Google",Muy bonito hotel. Pero los platillos muy condimentados.,4/5
849,Mariana Ruiz,"3 años atrás en
Google","El Gran Hotel de la Ciudad de México es una belleza visual y los eventos que se hacen ahí son agradables y amenos. La comida es buena, pero sin duda lo mejor es poder disfrutar en un lugar tan emblemático como el Gran Hotel.",5/5
850,Abril Mejía,"un año atrás en
Google",Imposible encontrar lugar en estas fechas para acceder a restaurante.,4/5
851,Leticia Salgado,"un año atrás en
Google",Bello y magestuoso lugar con mucha historia,5/5
852,Antonio Garrido,"2 años atrás en
Google",Cómodo muy limpio,5/5
853,Eric Rolon,"2 años atrás en
Google","Sin duda alguna mi lugar preferido para disfrutar del zócalo y su arquitectura que lo rodea, además de un muy buen café o cena, con excelente servico y atención.",5/5
854,Chris Avi,"2 años atrás en
Google","Cómo todo buen hotel, está bien conservado, si diseño interior es cautivador a la vista.",5/5
855,Otilio Esteban Hernández Pérez,"un año atrás en
Google","Regular para comer, el bufete apenas cumple, las verduras son recicladas los pasteles también y los platos fuertes o guisados de muy baja calidad. Hay otros lugares que seguramente obtendrás un mejor beneficio precio calidad.",3/5
856,Victor Celis,"2 años atrás en
Google","Excelente Hotel Céntrico en CDMX, sus restaurantes son de primera, ya sea en el desayuno o comida y cena, con una espectacular vista al Zócalo Capitalino!!!!",5/5
857,Juanita Fabela,"un año atrás en
Google",Me transportó al pasado muy relajante,5/5
858,Benjamin Rubio,"un año atrás en
Google",Excelente lugar para reponer energías con 7n rico buffet,5/5
859,Rolck Rolck,"un año atrás en
Google","Tienen uno de los vitrales más bellos del mundo, vale la pena entrar a mirarlo",5/5
860,José Alberto Medel Ortega,"2 años atrás en
Google",Estuve en su restaurante. Buena opción para comer en el centro.,4/5
861,Mauricio Favila,"un año atrás en
Google",Gracias excelente servicio en el bufet del restaurant,5/5
862,Jorge Luis Ortiz,"un año atrás en
Google",Lugar historico,4/5
863,Tania Nuñez,"2 años atrás en
Google","El hotel me parece muy bonito, sin embargo, su comida es bastante mala. . .",2/5
864,César de la,"2 años atrás en
Google","Solía ir los Domingos al restauran, ya que la comida tipo bufete era maravillosa, hasta que algún administrador decidió la miserable costumbre de cobrar los refrescos de forma independiente al bufete. Desde entonces no he regresado. ""Ser pobre no es delito. Pero ser miserable, cuenta chiles, mezquino y centavero debería serlo""",3/5
865,Ricardo M. Paniagua Blanco,"un año atrás en
Google",Sabías que en Gran Hotel Ciudad de México se encuentran los primeros elevadores del siglo pasado,5/5
866,Luz Vizcarra,"un año atrás en
Google","Me encantó , estuve en el restaurante y se come bastante bien",4/5
867,ira Vera,"un año atrás en
Google",Excelente lugar histórico y muy rica la comida de la Terraza,5/5
868,Ivan Meza,"un año atrás en
Google",Hermoso lugar,4/5
869,Gabriel García Herrera,"3 años atrás en
Google",El hotel es un  lugar mágico y con mucha historia. Exactamente en el zócalo de la CDMX. El vitral del techo es espectacular.,5/5
870,Carlos Estrada Wiechers,"2 años atrás en
Google","Sólo comí en el restaurante, en la terraza. La comida es buena (había un brunch). La terraza podría mejorar en el sentido de que sólo la primera fila (junto al barandal) tiene vista. El resto se siente ""atrapado"" bajo la manta que está en el techo.",4/5
871,HUGO RAMIREZ,"un año atrás en
Google",Excelente el brunch,5/5
872,JJ CENTRAL,"un año atrás en
Google",Increíble edificio,5/5
873,Pilar Bouroncle,"2 años atrás en
Google",Excelente ubicación.  Servicio atento y amable de todo el personal.  Muy buen desayuno buffet.,5/5
874,Ernesto GZamora,"3 años atrás en
Google",Este es uno de los hoteles muy representativos de México está ubicado justo en el centro de la ciudad. Cuenta con una vista increíble a la plancha del Zócalo y el lugar está ambientado históricamente. El acceso es a través de una estructura…,5/5
875,Nereyda Macias,"2 años atrás en
Google",Un hotel hermosisimo! El buffet no estan tan bueno. Las abitaciones estan hermosas! Es un poco incomodo la localidad del hotel. Los domingos estan serradas las calles quelo rodean y no hay taxi o uber que te pueda recoger. Dentro tiene un asombroso elevador antiguo que aun funciona!,4/5
876,Fernando Gómez,"un año atrás en
Google",Se come muy bien en la terraza y es muy bonito el lugar y las vistas,5/5
877,Lau Tapia,"2 años atrás en
Google","Muy divertido, limpio y una fiesta de adultos donde piensan en los niños",5/5
878,andres gonzalez,"2 años atrás en
Google",El mejor hotel de la ciudad de México es impresionante la forma en que te atienden todas las personas y los cuartos están muy hermosos muy buena recomendación para ir a visitar y para hospedarse,5/5
879,Rodrigo Hernández,"3 años atrás en
Google",El mejor lugar en el corazón de la ciudad. Excelente servicio en instalaciones. Sin dejar a un lado su deliciosa cocina y asombrosa terraza,5/5
880,Alna Sanches,"2 años atrás en
Google","Viajar a la opulencia del Porfiriato,solo q los baños del Lobby super sucios",4/5
881,Avelina Martínez,"3 años atrás en
Google",La vista desde la terraza del Gran Hotel es impresionante. La arquitectura del lugar me gustó mucho. Ademas el servicio es bueno.,4/5
882,Laura Gabriela Paredes Medina,"un año atrás en
Google",Un hermoso hotel,5/5
883,ISAAC AYALA,"2 años atrás en
Google","No asistí al hotel, solo entre por un trabajo",3/5
884,Nidhya Campos,"2 años atrás en
Google","La vista de la terraza es magnífica , buen servicio y el bufette excelente , además hay mimosas deliciosas",5/5
885,Jesmarys Brito,"un año atrás en
Google",Parada obligada en el centro de CDMX!,5/5
886,Yiz Romero,"2 años atrás en
Google",Excelente atención y calidad en restaurante. Los alimentos fueron deliciosos. Bella infraestructura y detalles arquitectónicos.,5/5
887,Miguel Angel Pérez Wong,"3 años atrás en
Google","Deliciosa y de muy buena calidad la comida, la vista es excepcional y la estancia de lo mejor. Con una buena compañía es lo más cercano a la perfección.",5/5
888,Antonio Flores Morales,"2 años atrás en
Google","MUY BONITO EXCELENTE TRATO, SÓLO EL ESTACIONAMIENTO ES MALO",5/5
889,Circe Casas,"2 años atrás en
Google",Hermoso lugar muy muy bello,5/5
890,Sofía Hernández,"un año atrás en
Google","Es muy tranquilo, el lugar es muy bonito",5/5
891,Jolis Garcia,"2 años atrás en
Google",Me decepciono un poco lo olvidado que está. sorry  la arquitectura edificio es espectacular,4/5
892,Bruno Manjarrez,"un año atrás en
Google",Excelente servicio,5/5
893,María Guadalupe Gómez Camacho,"un año atrás en
Google",Guau espectacular,5/5
894,Benito Llera Violante,"3 años atrás en
Google","Que puedo decir de cada detalle de este magnífico lugar, es un palacio, y conserva ese toque único Gracias a su hermoso techado y la gran vista que tiene a la plaza de la constitución (zócalo), la comida,  aunque limitada en opciones, es buena y rica",5/5
895,gina gutierrez,"un año atrás en
Google",Puede haber algo más bello?,5/5
896,Jorge Casas,"3 años atrás en
Google",A mi gusto algo antiguo no tan majestuoso,3/5
897,Marta Diaz,"un año atrás en
Google",hermoso hotel en la cd de México,4/5
898,Juan Tapias,"un año atrás en
Google",Excelente atencion,5/5
899,Ma.Rocio Cuesta,"un año atrás en
Google","Hermoso, el evento espléndido , magnífica atención y buen sazón",5/5
900,Valeria Renteria,"2 años atrás en
Google","Brinda una excelente vista y recomiendo las margaritas.
La atención de los meseros es muy agradable.",4/5
901,David Carbajal,"2 años atrás en
Google",Es un hotel bellísimo y elegante vale la pena de menos visitar el vestíbulo,5/5
902,Ivan Gutierrez,"un año atrás en
Google",Excelentes habitaciones todo un clásico. Cerca de comercios bancos en el centro de la ciudad,5/5
903,Ximena León,"un año atrás en
Google",Es reconocido desde hace bastantes años y sigue en perfectas condiciones,5/5
904,Maryfer Escalona,"2 años atrás en
Google","Este lugar es exquisito, principalmente si eres amantes de la repostería chocolatera; además se disfruta la gastronomía mexicana, desde tacos de cecina, bistec y cocinita pibil, hasta salmón ahumado, ostiones y paella. Y si la carne no es…",4/5
905,Joshua J. Hernandez C.,"2 años atrás en
Google",Bonito lugar. El servicio no deja nada que desear. Volveria a ir o lo recomendaría sin dudar,5/5
906,JOSE MANUEL VAZQUEZ COBOS,"un año atrás en
Google",Mejor lugar para disfrutar del centro de la ciudad,5/5
907,Giovanni Miranda,"2 años atrás en
Google",Visitamos este increíble y escondido lugar del centro de la CDMX porque mi familia y yo queríamos ir al brunch qué hay los domingos en la Terraza. Experiencia increíble sin duda. Siempre es viajar en el tiempo al entrar por esas puertas y…,5/5
908,Juan Manuel Esteban Hernández,"2 años atrás en
Google",Muy bonito pero el hospedaje muy caro y el tratar de desayunar en su restaurante en La Terraza nunca hay lugar a pesar de haber lugares no los dan tal vez par a recibir atractiva propina los meseros,4/5
909,jesus almaraz,"un año atrás en
Google",Una excelente visita para conocer el centro histórico desde su terraza,5/5
910,Christopher Israel Garcia Vazquez,"un año atrás en
Google",Hermoso lugar en pleno centro de la ciudad.,5/5
911,Isaías Josafat Cruz González,"2 años atrás en
Google","Excelente hotel, aunque el salon para eventos es un poco pequelo, sin embargo el ambiente es calido.",4/5
912,Angel Rico,"2 años atrás en
Google","Como cuestión turística el hotel es magnífico por su arquitectura, sus vitrales, los elevadores te transportan a otra época pero el Buffet es caro para los pocos platillos que ponen, la verdad estando en el centro hay mejores opciones. El cardenal, donwton, la pagoda o el popular son mejor opción para desayunar.",1/5
913,SInba GameCenter,"2 años atrás en
Google","Un hermoso sitio para cenar u hospedarse, el servicio es excelente y la comida es deliciosa.",5/5
914,lidia lucía gomez,"2 años atrás en
Google","Que hermosa decoración, un servicio clásico y amable, el bufete es sencillo pero el sabor de los platillos es muy muy bueno",5/5
915,Alice Reyes,"un año atrás en
Google","Buen trato, gran sabor y buen precio",5/5
916,Francisco Javier Rivas Mendoza,"2 años atrás en
Google","Un lugar sumamente agradable, confortable, con una magnífica atención del personal que ahí labora los cuales siempre están dispuestos a ayudarte; en mi caso mi visita se correspondió a una fiesta en uno de los salones de este hotel y puedo…",5/5
917,Juan Jose Gonzalez,"2 años atrás en
Google",Un lugar apto para comer y tener una muy buena vista.,3/5
918,Salvador Salazar,"2 años atrás en
Google","Agradable y bello lugar. Como recomendación, no llevar automóvil, ya que el servicio de estacionamiento termina a las 3 A.M.",5/5
919,Jorge Salvador Leon Dousset,"2 años atrás en
Google",El hotel una remembranza maravillosa. Su brounch pésimo no corresponde al precio.,5/5
920,Abraham Muñoz,"2 años atrás en
Google","El hotel es excelente al igual que su servicio del personal, todo muy limpio y adecuado. Excelente arquitectura.",5/5
921,Ivonne Judith,"un año atrás en
Google",Hermoso lugar.,5/5
922,Rodolfo Tellez,"un año atrás en
Google","Hermoso lugar, el restaurante muy bien solo que esta un poco obscuro para mi opinión",5/5
923,Luis Alberto Miranda Morgado,"2 años atrás en
Google",Muy caro y las habitaciones muy viejas...,1/5
924,Arturo Zarate,"2 años atrás en
Google","Estuvimos en un evento , la verdad todo super bien, un lugar muy bonito que te recuerda al los grandes hoteles lujosos de antes",5/5
925,Patricia Del Valle,"un año atrás en
Google",Tiene fama pero esta muy abandonado le falta mantenimiento,2/5
926,Gerson León,"3 años atrás en
Google","Muy caro en relación con las instalaciones. No tiene gimnasio, ni alberca. El restaurante de la terraza tiene excelente vista.",4/5
927,ernesto Maldonado,"2 años atrás en
Google","Excelente arquitectura, el único detalle es que no te dejan subir a los niveles superiores.",4/5
928,Marcelo Alvarez,"un año atrás en
Google",Precioso lugar,5/5
929,Eduardo Gomez,"2 años atrás en
Google",Excelente lugar histórico,5/5
